id,latitude,longitude,last_scraped,description
1800764,55.89942,-3.16137,2020-12-19,"<b>The space</b><br />Lovely, compact double bedroom (with adjacent private bathroom) in friendly, family home.  Full-size double bed.  Sanded wooden floor.<br /><br />Private off-street parking.  If you have a large car or SUV-type vehicle it might not be possible to park here, but lots of free parking nearby.<br /><br />Excellent bus routes into City centre and situated just off A720 Edinburgh City Bypass at Straiton.<br /><br />Convenient for Edinburgh Airport.<br /><br />Continental breakfast is included in price.<br /><br />Tea/coffee making facilities in room.<br /><br />(website hidden)<br /><br />Free wifi and cable television.<br /><br />Weekly/monthly rates available on request.<br /><br />Strictly no-smoking premises.<br /><br />I live on a bus lane,  which operates 0730 to 0930 and 1600 to 1830 Monday to Friday.<br /><br /><b>Other things to note</b><br />WEEKLY AND MONTHLY RATES ARE AVAILABLE ON REQUEST. Minimum  3 night stay for New Year bookings."
1838241,55.93139,-3.17659,2024-07-21,"Visit Edinburgh and stay in a classic Victorian tenement with amazing views. <br /><br />My spacious, quiet apartment is perfect for two and has all mod cons for a relaxing stay. In a quiet, safe neighbourhood 30 mins walk from the city centre and 15 minutes from George Square (university).  <br /><br />Please note the apartment is on the third floor (fourth floor for US visitors) and there is no elevator/lift. Also, the flat is not a full-time holiday let but I will leave you plenty of room for your stay."
1925041,55.96435,-3.18593,2022-07-17,"I am offering a bright, spacious double bedroom in my large centrally located flat.<br /><br />There is a big living room with lots of room to relax - the TV in the pictures has been replaced with a hammock which I think is much better :)  <br /><br />There is a good sized bathroom with a big shower and access to the kitchen!<br /><br /><b>The space</b><br />There is a double bed, big wardrobe, chest of drawers and the floor is carpeted. There is central heating and double glazing. <br /><br />The best thing about the room is there is a view of the castle so you can see an amazing skyline by day or night!<br /><br /><b>Guest access</b><br />You will have access to the double bedroom, shared bathroom, kitchen and living room. If booking for more than three there is access to one of two bedrooms with double beds, and the living room with a fold down double bed and one single fold out bed which can go into the bedroom or living room.<br /><br />There is also a garden downstairs but it is "
1935248,55.95438,-3.16924,2025-02-16,"The Edinburgh Palace Apartment is in a superb location, on the ground floor in a quiet area close to Edinburgh's main tourist attractions such as the Palace of Holyroodhouse and the Royal Mile just a 5 minute walk away. Free private parking, king size bed with quality Sealy mattress, dressing table and large wardrobes. New modern walk in shower room and heated towel rail. Kitchen with all facilities and free welcome pack. Bright and welcoming livingroom with seating, dining table and  smartTV."
1965597,55.93312,-3.22896,2024-02-18,Shaftesbury Park is a comfortable artist-owned traditional ground floor flat in a Victorian terraced house with fast wifi and its own little garden. It lies two miles southwest of Edinburgh Castle in a leafy conservation area and is only a short bus ride from all major visitor attractions. A well-stocked delicatessen is just across the road and provides delicious croissants and wines. Active guests love the 30min walk along the scenic Union Canal which takes them straight to the city centre.
2085182,55.943,-3.18296,2021-01-01,"The best location! - just 5 minutes from the historic Royal Mile and the Edinburgh Castle.  <br />But, amazingly the apartment is so quiet and peaceful. <br />Your cosy bedroom overlooks the garden and has large wardrobe space<br />The perfect place to stay.<br /><br /><b>The space</b><br />YOUR BEDROOM <br />Centrally located, yet quiet and peaceful. <br /><br />The single bedroom has a view to the back garden, lots of wardrobe space and a desk for your laptop. <br /><br />Your bedroom is away from the main road, and in a quiet residential street -  this is the perfect place for a peaceful night's sleep. <br /><br />and yet...<br /><br />The Royal mile, the Edinburgh Castle and Arthur's Seat are all 5 minutes walk from the front door. Prince's street, the Art Galleries and all the great night spots in Edinburgh are within walking distance too. <br /><br />Here you get to have all the fun... and then relax at home. <br /><br />THE APARTMENT <br />Central, modern apartment: <br />1 doub"
2095137,55.9565,-3.16179,2024-03-24,"Have a wee dram of whisky by the Open Fire, Relax in the Hammock or take advantage of the location!  1 Double Bedroom with the option of Sleeping 2 more on a comfortable double sofabed in the living room, this flat offers great Value!  Located just 5 mins from the City Centre by bus or 15 mins by foot you are perfectly situated to explore the citand also have the advantage of Free Parking outside. Access to Hollyrood park is just 5 mins on foot and leads onto Edinburghs own mountain Arthur's Seat.  Ajoined to Hollyrood Park is the Palace, Parliament and the historic Royal Mile!"
2101269,55.92839,-3.17131,2024-02-19,"This self-contained apartment is in a converted section of our large Victorian family home. It is full of character and one mile south of city centre, with a bus stop right outside. Handy for George Square, Gilded Balloon, Pleasance etc."
2124038,55.94223,-3.20779,2020-12-31,"With its sunny garden, our centrally located townhouse provides relaxed living within easy walking distance of both Princes St and the Castle. Closeby are numerous chic bars and restaurants. Free WiFi is available throughout the house and guests are of course welcome to sit outside and enjoy the garden.<br /><br /><b>The space</b><br />The bedroom, private shower-room/wc, sitting-room and kitchen are all on the ground floor.<br /><br />The Room:<br />A very large (approx 5.5m x 4.5m), sunny, double bedroom. <br /><br />Private Shower-room/WC:<br />Located directly opposite the bedroom door, it is for your own private use during your stay as we have our own separate facilities upstairs. Towels and soap provided.<br />For guests with restricted mobility please note it is level access into the shower room/toilet but there is one step up into the shower. A shower stool is at your disposal, just let me know in advance.<br /><br />Breakfast:<br />Will be a 'help yourself' continental style b"
2134507,55.95984,-3.17325,2024-02-19,"First floor Edinburgh Tenement- This property ideally sleeps 6 people in three smaller rooms (king, and two double beds) with an additional space for 2 people in combined kitchen/lounge.<br />The house has polished floor boards, a new kitchen."
2187735,55.93912,-3.19542,2020-12-19,"Diligently owner-managed, a fabulous and grand first-floor flat – incredibly spacious, period features, all amenities and refurbished to the highest standard.  Easily walkable to everywhere and moments from Edinburgh’s incomparable Meadows and Bruntsfield Links.<br /><br /><b>The space</b><br />Once inside, you'll find accommodation to the highest standard:-<br /><br />SITTING ROOM<br />An oak parquet floor lies under a huge Persian rug, and sets the mood in this light & airy principal room with vast bay window and fabulous original plasterwork.  Modern high-quality furniture ensures comfort and luxury for relaxing and entertaining.<br /><br />KITCHEN<br />The social heart of the flat, owing to its generous size but intimate dining alcove.  Extraordinary storage space in cupboards and walk-in pantry, and fully equipped: gas hob, electric fan-oven, microwave, dishwasher, washer/dryer, fridge/freezer.<br /><br />BEDROOM<br />Huge and warmly lit, with sumptuous super-kingsize bed, dressin"
2209759,55.9562,-3.2069,2023-05-18,"Our renovated Georgian apartment is the perfect place to explore all Edinburgh has to offer. <br />Tucked in a quiet crescent in the historic centre.<br />Sleeps 6 in two double bedrooms and a twin with three bathrooms all comfortably and elegantly furnished.<br />TWO FRIENDLY CATS INCLUDED<br /><br /><b>The space</b><br />AVAILABLE JULY  2016<br />May be available at other times while we are away (on an air bnb trip naturally) our entire apartment is available.<br /><br />The apartment comfortably sleeps 6 in two huge doubles and a twin, each with its own bathroom.<br /><br />There is a large open plan living dining room and a table which extends to easily seat 10 if you are entertaining.<br /><br />The sunny kitchen has double doors opening onto the living room so you can socialise while you cook.<br /><br />The master bedroom with kingsize memory foam bed has a roll top bath where you can enjoy a view across the rooftops while you soak.<br /><br />Our home is filled with books, art "
